num_vehicles,distance,fitness
21.0,1870.6937996225547,21.999659687912658
36.0,4350.135575678066,36.99985365519072
35.0,4133.198928694398,35.999845974081836
38.0,3920.619666937731,38.9998376226687
35.0,4240.096342147386,35.99984985724163
38.0,4371.133232124354,38.99985435818872
36.0,4171.848059771255,36.99984740101963
41.0,4537.486310440702,41.99985969770077
34.0,4371.094838363384,34.999854356909466
32.0,4290.156930178478,32.99985160921356
36.0,4455.745540975392,36.99985712385148
35.0,4194.683960725198,35.99984823176996
39.0,4249.313782301374,39.999850182925236
34.0,4354.471382619957,34.999853800908255
38.0,4054.913199388607,38.99984300039775
39.0,4683.481582547895,39.99986407125736
37.0,4084.420575878919,37.99984413462134
39.0,3911.5960969015305,39.999837248084226
36.0,4392.7450975521515,36.999855074731805
41.0,4335.0244820851085,41.9998531450598
37.0,4435.49764859164,37.999856471626856
35.0,4163.254987710345,35.999847086051176
39.0,4385.129869103461,39.9998548230542
37.0,4046.4763601600293,37.99984267305607
37.0,4499.185376752995,37.99985850332703
38.0,3891.083047329337,38.999836390087125
37.0,4442.730302425038,37.99985670528745
39.0,4396.816531902087,39.99985520893201
36.0,4149.561631632011,36.99984658144244
38.0,4263.039789778695,38.999850665301736
36.0,3867.5122198600393,36.99983539295496
35.0,4002.680484572203,35.999840951641886
39.0,4091.8919921321176,39.9998444192171
35.0,4278.125489005431,35.99985119189177
35.0,4348.5064084175065,35.99985360036266
36.0,4378.192852919199,36.99985459302898
39.0,4426.504557182342,39.99985618002798
40.0,4490.41496871478,40.999858226964264
38.0,4454.777368949721,38.999857092799715
36.0,4268.266623230013,36.999850848174
39.0,4577.341288142384,39.99986091931491
42.0,4586.809533372992,42.99986120640989
38.0,4412.60868144367,38.9998557271203
39.0,4532.408162884319,39.99985954050492
42.0,4647.427488105762,42.99986301674116
37.0,4458.699120348201,37.99985721849703
38.0,4502.8300170602215,38.99985861785599
32.0,3976.8127473746495,32.99983991708954
