num_vehicles,distance,fitness
21.0,1870.6937996225547,21.999659687912658
37.0,4250.227795291124,37.999850215143454
37.0,4258.900623637178,37.99985052016543
34.0,4095.1738358942944,34.99984454389845
38.0,4439.355136111906,38.999856596342916
40.0,4531.595297293687,40.99985951530967
38.0,4360.86845824252,38.99985401537164
33.0,3527.468954640857,33.99981952505791
37.0,4456.6722286194545,37.99985715356009
35.0,4193.548294896244,35.999848190669205
37.0,4136.459962947609,37.99984609551025
35.0,4516.160212962634,35.99985903516883
39.0,4137.744971977794,39.99984614330649
36.0,4202.730760447673,36.999848522354476
35.0,3941.0982742753636,35.9998384664085
37.0,4385.3415332560435,37.99985483006135
33.0,4154.0507311491765,33.999846747235104
36.0,4322.848679091819,36.999852731425904
35.0,4765.9599253895685,35.99986642360133
40.0,4419.5453649948395,40.99985595356333
39.0,4179.023189173801,39.99984766302282
40.0,4445.474926322139,40.9998567937572
38.0,4439.741307558342,38.99985660881626
38.0,4288.079893846069,38.99985153733685
40.0,4301.864208326165,40.99985201305061
37.0,4303.148966697628,37.99985205723394
41.0,4263.6629581486795,41.999850687128195
36.0,4619.5313696827925,36.999862189535804
35.0,4259.616991349048,35.99985054530443
39.0,4354.325807540864,39.99985379602048
38.0,4263.652765340339,38.99985068677124
32.0,3619.709667135445,32.999824124083226
34.0,4389.860675048166,34.99985497950653
39.0,4398.19758396323,39.999855254397005
37.0,3914.055005881689,37.999837350329116
40.0,4433.506601581082,40.99985640716959
40.0,4267.758376803653,40.99985083041154
32.0,4243.849032005119,32.999849990007704
40.0,4492.221831756487,40.99985828398826
40.0,4622.257158043321,40.99986227080392
34.0,3612.80918577439,34.99982378815947
37.0,4471.653203208835,37.99985763212556
37.0,3998.8799214338387,37.99984080048123
38.0,4184.550472167301,38.99984786424146
38.0,4437.486182118843,38.99985653594502
35.0,4237.199238514801,35.9998497545844
36.0,4601.865719417204,36.99986166050877
38.0,4371.791870168294,38.99985438013058
40.0,4278.816164505825,40.999851215911995
38.0,4476.63850226241,38.99985779067006
33.0,4391.737766617113,33.99985504149036
35.0,3570.999686497603,35.99982172505975
35.0,4192.896287708701,35.99984816706243
34.0,4175.113916229887,34.99984752038556
40.0,4406.181511241109,40.999855516673605
37.0,4406.7396344925155,37.99985553497274
32.0,4181.150207327633,32.99984774051908
38.0,4347.319381033208,38.99985356038852
37.0,4261.351278500078,37.999850606129584
35.0,4023.416724300581,35.9998417713593
37.0,4451.183721790914,37.99985697742411
37.0,4151.979633519644,37.999846670789296
40.0,4497.513568466793,40.99985845073012
30.0,3365.6653142941473,30.999810848764156
38.0,4143.437324227539,38.999846354678446
39.0,4557.095403722493,39.999860301418835
36.0,4525.877773439896,36.999859337835915
33.0,4316.537038888053,33.99985251608981
35.0,4361.882087747912,35.99985404929606
36.0,3809.181773044069,36.999832872308104
38.0,4466.887591601481,38.99985748023681
37.0,4266.103654525859,37.99985077255213
36.0,4447.60981857821,36.999856862497474
39.0,4315.64650163759,39.99985248565638
36.0,3604.095715376361,36.999823362139544
36.0,4433.6388444475915,36.999856411452555
41.0,4287.429373439881,41.999851514811006
38.0,4538.174374605673,38.99985971897298
41.0,4301.852815025184,41.999852012658664
36.0,4418.434831866426,36.99985591735859
36.0,4571.397158971698,36.99986073847008
35.0,3723.5969638511315,35.999829030971064
39.0,4309.385916863771,39.99985227135067
39.0,4335.150314159663,39.99985314932241
35.0,4521.97802838581,35.99985921652914
38.0,4509.788190023416,38.99985883599515
37.0,4525.825875353326,37.999859336222926
37.0,4353.1832495846165,37.99985375764707
37.0,4310.636360553316,37.99985231420428
37.0,4524.342264773487,37.99985929009683
36.0,4464.793334949405,36.99985741338647
36.0,4093.5881912952323,36.999844483682786
37.0,4084.2310926894984,37.99984412739015
30.0,3349.7608344536457,30.999809950684565
38.0,4446.68206974389,38.99985683263349
50.0,4806.5732747883485,50.99986755226087
27.0,3131.1185160824516,27.99979667976557
34.0,3587.0735149513953,34.999822523917274
36.0,4170.853563242573,36.999847364634
34.0,4268.546314849922,34.999850857947
36.0,4475.800098738811,36.99985776403152
37.0,4480.656588787256,37.99985791819811
38.0,4523.152312031107,38.99985925307881
37.0,4103.373785284759,37.99984485455309
40.0,4415.457761771284,40.999855820212574
42.0,4634.75836835762,42.9998626422972
36.0,4262.787405564705,36.99985065646017
38.0,4310.331090190411,38.99985230374474
35.0,3570.4853477429356,35.999821699378735
37.0,4314.8063747039505,37.99985245693417
37.0,3984.419420761021,37.99984022270455
39.0,4263.118866520683,39.99985066807175
32.0,4424.535486018572,32.99985611602313
33.0,3344.609287892069,33.99980965796044
36.0,4205.3377562495625,36.99984861625932
38.0,4337.201996627258,38.99985321878908
35.0,4128.020402393701,35.99984578085914
40.0,4480.544402179274,40.99985791464058
34.0,4152.723395275786,34.99984669825089
40.0,4245.3450627361535,40.99985004287021
36.0,4305.543332176315,36.99985213950672
33.0,3709.9561895167635,33.999828402351824
37.0,4584.245813980216,37.99986112879019
37.0,4260.5421608293755,37.99985057775827
31.0,3610.9220425385747,31.999823696067487
38.0,4126.877693934917,38.99984573815676
36.0,4199.4864961845005,36.999848405332195
36.0,4254.389784539253,36.99985036167514
40.0,4682.965128245629,40.999864056266645
36.0,4502.89035325649,36.999858619750434
33.0,3657.1397063821205,33.99982592413536
40.0,4659.82740597625,40.99986338125704
36.0,4281.398636189951,36.99985130565619
37.0,4281.6626143933545,37.99985131482367
40.0,4292.1651449959845,40.999851678642514
38.0,4355.074532902119,38.9998538211559
38.0,4223.568756817998,38.99984926970599
41.0,4439.393974229235,41.999856597597486
35.0,4292.775863614836,35.999851699743694
39.0,4248.096413415916,39.999850139992446
37.0,4205.299583510984,37.99984861488517
38.0,4439.996582063192,38.99985661706043
37.0,4282.817688593174,37.999851354924004
31.0,3363.9900126974844,31.9998107545649
38.0,4286.71303820677,38.99985148999825
36.0,4096.497901849187,36.99984459414481
29.0,3259.857384888563,29.99980470932399
36.0,4192.311566621798,36.999848145885586
32.0,4258.766549366015,32.999850515459514
36.0,4488.764406445516,36.99985817483294
37.0,4495.951391393725,37.99985840154698
38.0,4372.638899667803,38.99985440833879
37.0,3941.384661319332,37.999838478145776
38.0,4045.5634430702826,38.99984263755386
37.0,4540.949749236185,37.99985980471108
43.0,4488.916025556225,43.999858179623274
42.0,4539.912634532938,42.99985977268434
40.0,4299.679640031032,40.99985193786184
38.0,4401.230787291163,38.999855354151556
38.0,4496.680998373197,38.999858424521975
33.0,3814.657937779527,33.99983311222967
33.0,4096.4721520098965,33.99984459316795
36.0,4233.844257840319,36.99984963552701
36.0,4631.258400127693,36.999862538492245
34.0,3951.391845295826,34.99983888721147
38.0,4503.193966659886,38.99985862928254
35.0,3399.0171867626887,35.99981270475581
40.0,4462.845917509093,40.999857351167066
40.0,4441.481865208962,40.999856665009354
36.0,4528.771840815206,36.999859427724694
39.0,4119.80604189826,39.99984547336613
37.0,4182.194032620345,37.99984777852121
36.0,4226.121841881005,36.99984936076519
34.0,4280.746935905672,34.999851283018984
40.0,4752.827913131234,40.999866054531196
37.0,4502.744305705636,37.99985861516473
31.0,4084.371787407006,31.99984413275951
36.0,4321.504305435002,36.99985268561223
39.0,4223.657610311654,39.99984927287692
38.0,4614.879403295768,38.99986205061784
41.0,4306.569119220545,41.999852174725795
34.0,4443.833356141365,34.99985674085624
36.0,4506.750006943571,36.99985874083077
38.0,4342.0184705004085,38.999853381609164
40.0,4041.3838509937723,40.9998424748099
40.0,4148.170230191289,40.999846529981966
32.0,3922.095626583929,32.999837683774395
35.0,4521.655340339251,35.99985920648212
32.0,3534.5542724475686,32.999819886835425
38.0,4198.2266767105375,38.99984835984111
38.0,4567.285368984759,38.99986061309711
35.0,4084.181086820163,35.99984412548168
38.0,4383.455232120173,38.99985476759141
36.0,4404.6826743348565,36.999855467508446
36.0,4551.997911466092,36.9998601449793
38.0,4734.86443681877,38.999865546359054
38.0,4166.966227528428,38.99984722224146
33.0,3653.7997247721037,33.999825765010556
34.0,4606.642903659727,34.99986180396969
36.0,4430.940030259707,36.99985632399509
33.0,4305.2249772996975,33.99985212857301
36.0,4446.81197103042,36.999856836815724
42.0,4342.838838306126,42.999853409305565
34.0,4179.151726251108,34.9998476677082
39.0,3995.789028198988,39.99984067733442
35.0,4092.7251848341184,35.999844450890066
35.0,4273.6253563743485,35.99985103519666
36.0,4223.650985287683,36.999849272640496
39.0,4228.130035854646,39.99984943231284
32.0,3407.1106609846474,32.999813149669194
34.0,4068.9066632890763,34.99984354033842
39.0,4370.623170976116,39.99985434119201
36.0,4189.712424597669,36.999848051680935
37.0,4289.75790807396,37.99985159541063
35.0,4486.646015308877,35.99985810786952
39.0,4197.4639000563975,39.99984833228457
37.0,4335.778177810792,37.99985317058785
41.0,4319.991632453333,41.999852634029146
40.0,4571.387442371777,40.99986073817408
38.0,4318.910246308915,38.99985259713106
38.0,4497.3828132548215,38.99985844661477
34.0,3370.7510033404133,34.99981113414991
38.0,4199.130871461657,38.99984839249363
37.0,4280.401752398237,37.99985127102604
40.0,4328.255711374772,40.999852915399764
34.0,4530.822943547402,34.99985949136173
31.0,4189.847493729118,31.99984805657933
37.0,4333.782110697737,37.99985310296069
37.0,4532.442977692598,37.99985954158383
36.0,4491.236271600361,36.99985825288999
43.0,4371.162998898482,43.99985435918052
37.0,4551.12746934189,37.999860118230835
34.0,3771.670746323776,34.999831210145246
34.0,4124.16459143908,34.99984563667483
